job_name,company_name,location,city,district,salary,salary_min,salary_max,salary_unit,salary_count,job_type,employment_type,experience_requirement,education_requirement,platform,source_job_id,source_keyword,jd_url,jd_content,job_description,job_requirement,job_tags,skill_tags,company_industry,company_stage,company_size,welfare_tags,publish_date,crawl_time
Software Engineer Intern,,China,,,,,,,,社招/实习,社招/实习,,,LinkedIn,linkedin_seed_1,Software Engineer,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer%20Intern&location=China&seed=1,"关键词: Software Engineer Intern
地区: China
来源: LinkedIn 种子回退","关键词: Software Engineer Intern
地区: China
来源: LinkedIn 种子回退",,,,,,,,,2026-03-24 22:27:45
Data Analyst Intern,,China,,,,,,,,社招/实习,社招/实习,,,LinkedIn,linkedin_seed_2,Software Engineer,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst%20Intern&location=China&seed=2,"关键词: Data Analyst Intern
地区: China
来源: LinkedIn 种子回退","关键词: Data Analyst Intern
地区: China
来源: LinkedIn 种子回退",,,,,,,,,2026-03-24 22:27:45
Product Intern,,China,,,,,,,,社招/实习,社招/实习,,,LinkedIn,linkedin_seed_3,Software Engineer,https://www.linkedin.com/jobs/search/?keywords=Product%20Intern&location=China&seed=3,"关键词: Product Intern
地区: China
来源: LinkedIn 种子回退","关键词: Product Intern
地区: China
来源: LinkedIn 种子回退",,,,,,,,,2026-03-24 22:27:45
AI Engineer Intern,,China,,,,,,,,社招/实习,社招/实习,,,LinkedIn,linkedin_seed_4,Software Engineer,https://www.linkedin.com/jobs/search/?keywords=AI%20Engineer%20Intern&location=China&seed=4,"关键词: AI Engineer Intern
地区: China
来源: LinkedIn 种子回退","关键词: AI Engineer Intern
地区: China
来源: LinkedIn 种子回退",,,,,,,,,2026-03-24 22:27:45
Backend Intern,,China,,,,,,,,社招/实习,社招/实习,,,LinkedIn,linkedin_seed_5,Software Engineer,https://www.linkedin.com/jobs/search/?keywords=Backend%20Intern&location=China&seed=5,"关键词: Backend Intern
地区: China
来源: LinkedIn 种子回退","关键词: Backend Intern
地区: China
来源: LinkedIn 种子回退",,,,,,,,,2026-03-24 22:27:45
后端开发实习生,,上海,上海,,,,,,,实习,实习,,,拉勾网,lagou_seed_1,实习,https://www.lagou.com/wn/jobs?kd=后端开发实习生&city=%E4%B8%8A%E6%B5%B7&seed=1,"岗位方向: 后端开发实习生
城市: 上海
来源: 拉勾搜索回退","岗位方向: 后端开发实习生
城市: 上海
来源: 拉勾搜索回退",,,,,,,,,2026-03-24 22:27:46
前端开发实习生,,上海,上海,,,,,,,实习,实习,,,拉勾网,lagou_seed_2,实习,https://www.lagou.com/wn/jobs?kd=前端开发实习生&city=%E4%B8%8A%E6%B5%B7&seed=2,"岗位方向: 前端开发实习生
城市: 上海
来源: 拉勾搜索回退","岗位方向: 前端开发实习生
城市: 上海
来源: 拉勾搜索回退",,,,,,,,,2026-03-24 22:27:46
算法实习生,,上海,上海,,,,,,,实习,实习,,,拉勾网,lagou_seed_3,实习,https://www.lagou.com/wn/jobs?kd=算法实习生&city=%E4%B8%8A%E6%B5%B7&seed=3,"岗位方向: 算法实习生
城市: 上海
来源: 拉勾搜索回退","岗位方向: 算法实习生
城市: 上海
来源: 拉勾搜索回退",,,,,,,,,2026-03-24 22:27:46
数据分析实习生,,上海,上海,,,,,,,实习,实习,,,拉勾网,lagou_seed_4,实习,https://www.lagou.com/wn/jobs?kd=数据分析实习生&city=%E4%B8%8A%E6%B5%B7&seed=4,"岗位方向: 数据分析实习生
城市: 上海
来源: 拉勾搜索回退","岗位方向: 数据分析实习生
城市: 上海
来源: 拉勾搜索回退",,,,,,,,,2026-03-24 22:27:46
产品经理实习生,,上海,上海,,,,,,,实习,实习,,,拉勾网,lagou_seed_5,实习,https://www.lagou.com/wn/jobs?kd=产品经理实习生&city=%E4%B8%8A%E6%B5%B7&seed=5,"岗位方向: 产品经理实习生
城市: 上海
来源: 拉勾搜索回退","岗位方向: 产品经理实习生
城市: 上海
来源: 拉勾搜索回退",,,,,,,,,2026-03-24 22:27:46
